Time,Ax,Ay,Bx,By,candA1x,candA1y,candB1x,candB1y,candA2x,candA2y,candB2x,candB2y,candA3x,candA3y,candB3x,candB3y,candA4x,candA4y,candB4x,candB4y,candA5x,candA5y,candB5x,candB5y,candA6x,candA6y,candB6x,candB6y,candA7x,candA7y,candB7x,candB7y,candA8x,candA8y,candB8x,candB8y,candA9x,candA9y,candB9x,candB9y,candA10x,candA10y,candB10x,candB10y,classA1,classB1,classA2,classB2,classA3,classB3,classA4,classB4,classA5,classB5,classA6,classB6,classA7,classB7,classA8,classB8,classA9,classB9,classA10,classB10,fitness1,fitness2,fitness3
2023-05-05T15:42:40.085,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-0.32078458093818973,-3.045345636709256,-8.984049750066683,-9.049345356282533,1.5623611521334073,-7.584158446410829,-1.5967843656065845,-3.546983202173272,-4.643619592954513,4.605933969630684,1.4623664719112295,0.1581860967973956,-8.336627511108102,-4.955124591446938,9.974535114825724,-7.012523583033652,-0.05085957827849441,5.106394471505613,-7.4053991499802665,-9.98230185580151,6.263265640303953,1.0402162093441731,-9.61482378391274,4.244652946420379,4.374936281741782,6.996779072840731,2.9615271744601372,-3.7951982885118936,-8.031370638627124,-7.343889867686526,9.063307903513177,5.086505859127509,-8.045809704446658,-4.338715068575994,5.222838178438311,1.937607143563623,8.046417939918918,7.206138821199389,-0.7269943596697601,-9.595200449454754,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,210430.2460670034,-87.19668484258753,52603.20168250872
2023-05-05T15:42:40.887,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-4.430177522981569,7.705747523023295,8.030730277873822,6.814682569076904,0.5429709093396919,3.655103630465737,-6.56471724233567,7.902135865984665,2.853911276888765,-8.541620410547706,-8.781191473220339,5.917465832554694,-6.093422456245721,2.9438916558930384,-8.012825615657166,-5.273318705687472,-2.9611242533605395,6.480789473330954,0.5174854045216559,8.516842790029987,-3.2975708585175854,-5.944719694683155,-5.077637048384689,-2.2870541871855457,-8.889470465493101,9.245360596335377,2.8108160612308986,1.4419959525093127,2.7398731883402956,3.0510614783591965,-0.12496665269556928,9.319811389661439,-2.418398535966502,-5.775008658199262,8.2189396525492,-2.9047556147984457,0.9518592717953513,-1.0927646515367009,1.704040244607775,-0.46785677523456926,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,130371.8145516711,-65.30814317068057,32589.688230759235
2023-05-05T15:42:40.887,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-4.430177522981569,7.705747523023295,8.030730277873822,5.873956309404228,0.5429709093396919,3.655103630465737,-6.56471724233567,7.902135865984665,0.8322819032769093,-8.541620410547706,-8.781191473220339,5.917465832554694,7.690219533472288,2.9438916558930384,-8.012825615657166,-5.273318705687472,-2.9611242533605395,4.984277588560143,0.5174854045216559,8.516842790029987,-3.598169631479303,-5.944719694683155,-2.9659325224563444,-2.2870541871855457,-8.889470465493101,9.245360596335377,2.8108160612308986,1.4419959525093127,2.7398731883402956,3.0510614783591965,-0.12496665269556928,9.319811389661439,-2.418398535966502,-5.775008658199262,8.2189396525492,-9.880445009810655,1.4724669599544011,-1.0927646515367009,1.704040244607775,-0.46785677523456926,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,130369.20621715786,-72.98974428396971,32588.652067075265
2023-05-05T15:42:40.891,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,9.794821339257574,-0.27469584265146985,-7.780772887434047,-0.36220254611364666,-2.2121709749061225,9.735185987933782,-5.175278915040071,-8.930985202902969,-3.192756944287116,6.374896306918153,6.884587541241764,-7.843215052353395,-1.512797842425102,2.720352702288322,-8.142393732776922,-9.610011265352382,-9.56313854943368,6.73774536529414,1.6641402086627188,8.808718891805135,-3.8653047736716974,7.0244244934934095,-9.82511084865968,-1.1308419078751584,-0.8841708944636046,4.3966312459959465,-3.2361983941813657,8.267238368253114,-1.5645995929235426,-2.0417143524809074,-1.9615718396985518,2.9351435076428274,7.575547771055714,-9.64078941590923,-1.6310681997373564,5.642010263221151,3.604909881958294,9.754094856073245,7.250686022282192,1.0981435381995563,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,120393.26774257582,-85.6155877439879,30094.036156256756
2023-05-05T15:42:40.891,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,1.7242283781076306,7.403092313505898,-3.5736920483512185,2.7127551347627143,-6.249308431195234,9.44536218537354,3.7365404135863614,-4.274889132195416,6.441164148697364,-1.5799531958976467,-5.606307025942334,4.32912347349556,-5.097531637727859,-7.546428504392236,4.03592292926044,-8.242703274598728,-7.370751456942326,3.7440941683556215,5.829020502816908,1.8545111101651734,0.9072710240361488,-9.365977591593367,-8.649847552687222,9.191155874795015,-9.783614081074367,3.724925255646699,-6.400493642884692,2.763455686907484,-2.5278811901838507,4.633914433468792,-4.385036380692445,-4.411211970681054,0.38030103132778414,3.547225004167485,-5.502535614758988,4.638673455215174,-7.623517735124658,8.796312621503375,-4.772221413852744,2.8753999394558765,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110413.41639206755,-70.48898222586894,27599.82964890559
2023-05-05T15:42:40.891,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,1.7242283781076306,7.403092313505898,-3.5736920483512185,2.7127551347627143,-6.249308431195234,9.44536218537354,3.7365404135863614,-6.256095605315619,6.441164148697364,-3.893586921597552,-5.606307025942334,4.32912347349556,-5.097531637727859,9.499737441134432,4.03592292926044,-8.242703274598728,-7.370751456942326,3.7440941683556215,5.829020502816908,1.8545111101651734,0.9072710240361488,-2.087729251102896,-9.482178459885631,9.191155874795015,-9.783614081074367,3.724925255646699,-6.400493642884692,2.763455686907484,-2.5278811901838507,4.633914433468792,-4.385036380692445,-4.411211970681054,0.38030103132778414,3.547225004167485,-5.502535614758988,2.8077389583955075,-7.623517735124658,8.796312621503375,-4.772221413852744,2.8753999394558765,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90401.05548691879,-61.30743088009966,22597.198500185692
2023-05-05T15:42:40.895,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-1.1367842499264533,2.643036438168818,0.1726582671887833,3.8864285353290944,-2.8713664397282006,-3.3718944443609455,-4.906565429228161,4.667666492876565,-1.9560022930328271,-0.1898793806786494,-6.455773360877513,-1.4508357150804607,-9.333336554539107,-4.741795156417334,-0.9781511084506063,2.3865931283335504,-6.864048060169955,-6.500864301326958,-0.9834508622502824,-3.028091640817366,9.727326774019113,-0.8598360674342302,2.266433708494838,8.919202477065511,1.5498132148022785,5.10435366473365,-1.266065045082689,5.56499688930419,-7.150143800870984,-7.765113432817797,-3.230592515591293,9.34121032781904,-2.2407350022915677,9.829637772268885,-5.568835965344965,6.208052747344798,-0.6143186639730698,3.893111841115128,-4.085511309884637,-5.661834888900246,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90378.67160305333,-64.35001950449447,22591.450399788107
2023-05-05T15:42:40.896,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,0.044996095839397565,-2.9644538852847404,5.624370218878061,9.090993754639504,4.395741265555942,9.639148508894639,1.8834423447424395,3.0299535320855195,-4.308121954964923,0.9206886841625606,-3.0030755503607587,6.598900484580618,4.011655141334852,7.010929794737667,0.9115463918494964,-4.368946102527896,-1.238889520210733,3.20008928341747,-0.4032038718632931,2.5169993627828413,0.4822123570233595,-1.1635639601646193,6.633353086817895,9.007455583179595,-6.066988961484568,9.6923430549915,-3.4645863843205063,-3.1142008865259774,-6.776485842930917,2.2376363186768735,0.5847617769645339,-3.6412847660463874,-4.407800515069458,6.231829778757108,-1.0415131738397254,3.3801134046209853,1.5568103762288557,2.2396119210291925,-3.878517997418443,6.447898188074941,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90304.24602949033,-42.17263743208032,22573.952875500978
2023-05-05T15:42:40.896,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-5.142180935405461,-1.655217119114563,-8.42750771214896,-2.524999568989995,-2.2730395643331986,3.9008883646215304,-8.105201638455659,7.57656762612221,-6.734716119323874,4.770155192801978,-6.116967428462113,3.0625047632276754,8.506271593896987,9.538830544714564,-7.004515925885453,3.2655425965983973,4.136651482047135,-1.562301230144131,-8.791651463525893,6.881728972852098,-9.456312881406848,6.422022166663787,-2.8704891454342345,0.6957898670068419,7.651743595182456,3.981366079697641,1.1377467226385836,-4.971478448006007,-0.6633263104916676,-2.4697351200324684,-0.29166831988027875,5.32327439334067,-9.42275246868802,1.925151036541572,-4.507649587390237,0.923119024135544,-1.2980986989925098,-1.4131798542699556,-3.410717180531856,9.22693556935634,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70391.15518379757,-66.48940625876216,17594.464325636454
2023-05-05T15:42:40.901,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,8.449870226001329,7.599364758205759,-8.567219341026863,8.315222922954089,-0.5324447982875153,9.856305634184803,5.089145620258546,4.586076910867222,2.602305358096647,2.31545386132564,-0.0750420673472334,5.198168561241786,-5.112949990063235,7.319598403620123,-6.924790909392817,2.64513175989733,-5.0955981320592185,3.267489740628956,-6.5659671572223095,7.95680897532673,-0.08906750510398886,1.3915102896433584,-7.9208376679731956,-6.884516587241354,4.021143269279952,8.825346896831466,-7.054958349526904,7.9442124017810265,1.8363713420846093,4.993028950475661,0.9955885063273868,3.6445991793536123,9.551923578620526,-1.7332462418828758,-4.4284743965791415,8.169449911990219,3.938973658863808,6.467825693887076,-6.061365634125266,-9.240882933560982,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,70340.85056506332,-62.28949053097963,17582.09816673928
2023-05-05T15:42:40.902,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-9.56255668417715,-0.403503225278505,-0.8051871304781919,4.891800000362012,-6.438642584615249,9.665897009448166,-4.066014457879161,-9.548534158058365,-5.896782666972048,-0.04783447037316796,-8.630520778984952,7.821338276917462,-6.3028181292560586,8.163056755415496,-5.407693269020577,7.77502350895964,-2.8104939934035578,3.4650583213907886,8.492370319197155,-1.2651888907560833,-8.452277105448756,-0.2365189193919286,-5.973380713674956,1.356371636082603,1.740509694010495,8.595701761286222,-1.1947752966632321,7.838967752080602,-1.8251257141664812,1.8130350124554386,-3.3694304603803786,9.46651161751751,1.6828797733452858,8.664092777706,-0.15012063656881658,0.09680633444026926,-8.782473186226543,-4.910587076785344,-4.851979766044467,0.23151159851114222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60396.85525521038,-57.07686948222084,15096.359970328484
2023-05-05T15:42:40.904,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-9.56255668417715,-0.403503225278505,-0.8051871304781919,4.891800000362012,-6.438642584615249,9.665897009448166,-4.066014457879161,9.705349590225815,-5.896782666972048,-0.04783447037316796,-8.630520778984952,7.821338276917462,-6.3028181292560586,8.163056755415496,-5.407693269020577,7.77502350895964,-2.8104939934035578,3.4650583213907886,8.492370319197155,-1.2651888907560833,-8.452277105448756,-0.2365189193919286,-5.973380713674956,1.356371636082603,1.740509694010495,8.595701761286222,-1.1947752966632321,7.838967752080602,-1.8251257141664812,8.258290928653786,-3.3694304603803786,9.46651161751751,1.6828797733452858,8.664092777706,-0.15012063656881658,0.09680633444026926,-8.782473186226543,-4.910587076785344,-4.851979766044467,0.23151159851114222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50382.98696829033,-50.15178256185452,12593.23915294449
2023-05-05T15:42:40.908,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,2.834063790929604,5.321970228812773,-4.875179741444775,6.010014506987744,1.4656269960517712,7.224888738781389,-0.884394712193389,6.651766888153083,-6.588211896130171,1.9222234648918293,-4.687759924439805,9.941089743188265,-9.781062606648486,2.81692019370944,-2.001706378110046,2.739888029188924,-2.809823151591475,9.677456269894401,-3.1373534360655135,7.8116058743837264,2.0174610551291328,6.476064340424105,1.5598059998263514,0.8010285023385215,-7.143292253541574,6.016523087591485,-4.07777861221419,7.049562579882718,-1.2319742748142897,2.986804849227004,-3.824668432253563,9.42420108488019,-1.8406653649493414,0.36551042286242375,-0.1733575788949615,-1.073356792532772,3.089716903377191,8.731501942320069,-2.2554875792750875,9.40535276207494,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,50315.95936289658,-45.57106815150545,12576.71128731657
2023-05-05T15:42:40.908,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,2.834063790929604,5.321970228812773,-4.875179741444775,6.010014506987744,1.4656269960517712,7.224888738781389,-0.884394712193389,6.651766888153083,-6.588211896130171,9.761798770868351,-6.181977450488239,9.941089743188265,-9.781062606648486,2.81692019370944,-2.001706378110046,2.739888029188924,-2.809823151591475,9.677456269894401,-3.1373534360655135,7.8116058743837264,2.4683738403424327,6.476064340424105,1.5598059998263514,0.8010285023385215,-7.143292253541574,6.016523087591485,-4.07777861221419,7.049562579882718,-1.2319742748142897,2.986804849227004,-3.824668432253563,9.42420108488019,-1.8406653649493414,0.36551042286242375,-0.1733575788949615,4.12523650615509,3.089716903377191,8.731501942320069,-2.2554875792750875,9.40535276207494,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,50314.04455464419,-46.91532592495207,12576.1653723648
2023-05-05T15:42:40.908,2.336786491866942,6.8000455626846446,2.3965232283365587,6.874441547753808,-9.52995061448017,0.3846400725387572,-0.7088825476796379,5.430372369555247,-6.0282803272281384,9.545840599251907,-4.404235499410391,8.770405594399614,-6.401050252771487,-0.1921154673644882,-9.12453039965792,7.102375149707593,-6.734293704422745,8.598521125066165,-4.675779478124904,8.186722926657046,-3.4866549835227607,3.3923626385872265,9.85596006489266,-1.477540041024061,-9.767863060030518,-1.0066270655505014,-5.9824574596886135,1.4313977887709863,1.5391709589950562,8.86430321749196,-1.9651565569561975,8.08071722725391,-1.8640506603518028,7.455778908237165,-2.1512568256836033,9.570239615482741,1.0315532310459643,8.793847934252305,1.200127695127381,-0.6276922376219947,-9.38853416366618,-4.727788496157913,-4.863608041614192,0.727747302109341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40389.65242585501,-50.05411819075137,10094.910400554216
